Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
2002,17/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2003,17/05/20,8:00 AM,Andhra Pradesh,0,0,1353,49,2355
2004,17/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2005,17/05/20,8:00 AM,Assam,0,0,41,2,92
2006,17/05/20,8:00 AM,Bihar,0,0,453,7,1179
2007,17/05/20,8:00 AM,Chandigarh,0,0,51,3,191
2008,17/05/20,8:00 AM,Chhattisgarh,0,0,56,0,67
2009,17/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2010,17/05/20,8:00 AM,Delhi,0,0,3926,129,9333
2011,17/05/20,8:00 AM,Goa,0,0,7,0,17
2012,17/05/20,8:00 AM,Gujarat,0,0,4308,625,10988
2013,17/05/20,8:00 AM,Haryana,0,0,514,13,887
2014,17/05/20,8:00 AM,Himachal Pradesh,0,0,43,3,78
2015,17/05/20,8:00 AM,Jammu and Kashmir,0,0,542,12,1121
2016,17/05/20,8:00 AM,Jharkhand,0,0,113,3,217
2017,17/05/20,8:00 AM,Karnataka,0,0,496,36,1092
2018,17/05/20,8:00 AM,Kerala,0,0,495,4,587
2019,17/05/20,8:00 AM,Ladakh,0,0,22,0,43
2020,17/05/20,8:00 AM,Madhya Pradesh,0,0,2315,243,4789
2021,17/05/20,8:00 AM,Maharashtra,0,0,7088,1135,30706
2022,17/05/20,8:00 AM,Manipur,0,0,2,0,7
2023,17/05/20,8:00 AM,Meghalaya,0,0,11,1,13
2024,17/05/20,8:00 AM,Mizoram,0,0,1,0,1
2025,17/05/20,8:00 AM,Odisha,0,0,196,3,737
2026,17/05/20,8:00 AM,Puducherry,0,0,9,1,13
2027,17/05/20,8:00 AM,Punjab,0,0,1257,32,1946
2028,17/05/20,8:00 AM,Rajasthan,0,0,2839,126,4960
2029,17/05/20,8:00 AM,Tamil Nadu,0,0,3538,74,10585
2030,17/05/20,8:00 AM,Telengana,0,0,971,34,1509
2031,17/05/20,8:00 AM,Tripura,0,0,64,0,167
2032,17/05/20,8:00 AM,Uttarakhand,0,0,51,1,88
2033,17/05/20,8:00 AM,Uttar Pradesh,0,0,2441,104,4258
2034,17/05/20,8:00 AM,West Bengal,0,0,872,232,2576
2035,18/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2036,18/05/20,8:00 AM,Andhra Pradesh,0,0,1456,50,2407
2037,18/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2038,18/05/20,8:00 AM,Assam,0,0,41,2,101
2039,18/05/20,8:00 AM,Bihar,0,0,475,8,1262
2040,18/05/20,8:00 AM,Chandigarh,0,0,51,3,191
2041,18/05/20,8:00 AM,Chhattisgarh,0,0,59,0,86
2042,18/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2043,18/05/20,8:00 AM,Delhi,0,0,4485,160,10054
2044,18/05/20,8:00 AM,Goa,0,0,7,0,29
2045,18/05/20,8:00 AM,Gujarat,0,0,4499,659,11379
2046,18/05/20,8:00 AM,Haryana,0,0,562,14,910
2047,18/05/20,8:00 AM,Himachal Pradesh,0,0,44,3,80
2048,18/05/20,8:00 AM,Jammu and Kashmir,0,0,575,13,1183
2049,18/05/20,8:00 AM,Jharkhand,0,0,113,3,223
2050,18/05/20,8:00 AM,Karnataka,0,0,509,37,1147
2051,18/05/20,8:00 AM,Kerala,0,0,497,4,601
2052,18/05/20,8:00 AM,Ladakh,0,0,24,0,43
2053,18/05/20,8:00 AM,Madhya Pradesh,0,0,2403,248,4977
2054,18/05/20,8:00 AM,Maharashtra,0,0,7688,1198,33053
2055,18/05/20,8:00 AM,Manipur,0,0,2,0,7
2056,18/05/20,8:00 AM,Meghalaya,0,0,11,1,13
2057,18/05/20,8:00 AM,Mizoram,0,0,1,0,1
2058,18/05/20,8:00 AM,Odisha,0,0,220,4,828
2059,18/05/20,8:00 AM,Puducherry,0,0,9,1,13
2060,18/05/20,8:00 AM,Punjab,0,0,1366,35,1964
2061,18/05/20,8:00 AM,Rajasthan,0,0,2992,131,5202
2062,18/05/20,8:00 AM,Tamil Nadu,0,0,4172,78,11224
2063,18/05/20,8:00 AM,Telengana,0,0,992,34,1551
2064,18/05/20,8:00 AM,Tripura,0,0,85,0,167
2065,18/05/20,8:00 AM,Uttarakhand,0,0,52,1,92
2066,18/05/20,8:00 AM,Uttar Pradesh,0,0,2441,104,4259
2067,18/05/20,8:00 AM,West Bengal,0,0,959,238,2677
2068,19/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2069,19/05/20,8:00 AM,Andhra Pradesh,0,0,1552,50,2474
2070,19/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2071,19/05/20,8:00 AM,Assam,0,0,41,2,107
2072,19/05/20,8:00 AM,Bihar,0,0,494,9,1391
2073,19/05/20,8:00 AM,Chandigarh,0,0,54,3,196
2074,19/05/20,8:00 AM,Chhattisgarh,0,0,59,0,93
2075,19/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2076,19/05/20,8:00 AM,Delhi,0,0,4485,168,10054
2077,19/05/20,8:00 AM,Goa,0,0,7,0,38
2078,19/05/20,8:00 AM,Gujarat,0,0,4804,694,11745
2079,19/05/20,8:00 AM,Haryana,0,0,598,14,928
2080,19/05/20,8:00 AM,Himachal Pradesh,0,0,44,3,90
2081,19/05/20,8:00 AM,Jammu and Kashmir,0,0,609,15,1289
2082,19/05/20,8:00 AM,Jharkhand,0,0,113,3,223
2083,19/05/20,8:00 AM,Karnataka,0,0,530,37,1246
2084,19/05/20,8:00 AM,Kerala,0,0,497,4,630
2085,19/05/20,8:00 AM,Ladakh,0,0,41,0,43
2086,19/05/20,8:00 AM,Madhya Pradesh,0,0,2435,252,5236
2087,19/05/20,8:00 AM,Maharashtra,0,0,8437,1249,35058
2088,19/05/20,8:00 AM,Manipur,0,0,2,0,7
2089,19/05/20,8:00 AM,Meghalaya,0,0,11,1,13
2090,19/05/20,8:00 AM,Mizoram,0,0,1,0,1
2091,19/05/20,8:00 AM,Odisha,0,0,220,4,876
2092,19/05/20,8:00 AM,Puducherry,0,0,9,1,18
2093,19/05/20,8:00 AM,Punjab,0,0,1547,37,1980
2094,19/05/20,8:00 AM,Rajasthan,0,0,3218,138,5507
2095,19/05/20,8:00 AM,Tamil Nadu,0,0,4406,81,11760
2096,19/05/20,8:00 AM,Telengana,0,0,1000,35,1597
2097,19/05/20,8:00 AM,Tripura,0,0,85,0,167
2098,19/05/20,8:00 AM,Uttarakhand,0,0,52,1,93
2099,19/05/20,8:00 AM,Uttar Pradesh,0,0,2783,118,4605
2100,19/05/20,8:00 AM,West Bengal,0,0,1006,244,2825
2101,20/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2102,20/05/20,8:00 AM,Andhra Pradesh,0,0,1621,52,2532
2103,20/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2104,20/05/20,8:00 AM,Assam,0,0,41,4,142
2105,20/05/20,8:00 AM,Bihar,0,0,534,9,1498
2106,20/05/20,8:00 AM,Chandigarh,0,0,57,3,200
2107,20/05/20,8:00 AM,Chhattisgarh,0,0,59,0,101
2108,20/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2109,20/05/20,8:00 AM,Delhi,0,0,4750,168,10554
2110,20/05/20,8:00 AM,Goa,0,0,7,0,46
2111,20/05/20,8:00 AM,Gujarat,0,0,5043,719,12140
2112,20/05/20,8:00 AM,Haryana,0,0,627,14,964
2113,20/05/20,8:00 AM,Himachal Pradesh,0,0,47,3,92
2114,20/05/20,8:00 AM,Jammu and Kashmir,0,0,653,17,1317
2115,20/05/20,8:00 AM,Jharkhand,0,0,127,3,231
2116,20/05/20,8:00 AM,Karnataka,0,0,544,40,1397
2117,20/05/20,8:00 AM,Kerala,0,0,497,4,642
2118,20/05/20,8:00 AM,Ladakh,0,0,43,0,43
2119,20/05/20,8:00 AM,Madhya Pradesh,0,0,2630,258,5465
2120,20/05/20,8:00 AM,Maharashtra,0,0,9639,1325,37136
2121,20/05/20,8:00 AM,Manipur,0,0,2,0,9
2122,20/05/20,8:00 AM,Meghalaya,0,0,12,1,13
2123,20/05/20,8:00 AM,Mizoram,0,0,1,0,1
2124,20/05/20,8:00 AM,Odisha,0,0,277,5,978
2125,20/05/20,8:00 AM,Puducherry,0,0,9,1,18
2126,20/05/20,8:00 AM,Punjab,0,0,1642,38,2002
2127,20/05/20,8:00 AM,Rajasthan,0,0,3337,143,5845
2128,20/05/20,8:00 AM,Tamil Nadu,0,0,4895,84,12448
2129,20/05/20,8:00 AM,Telengana,0,0,1010,38,1634
2130,20/05/20,8:00 AM,Tripura,0,0,116,0,173
2131,20/05/20,8:00 AM,Uttarakhand,0,0,52,1,111
2132,20/05/20,8:00 AM,Uttar Pradesh,0,0,2918,123,4926
2133,20/05/20,8:00 AM,West Bengal,0,0,1074,250,2961
2134,20/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,1096
2135,21/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2136,21/05/20,8:00 AM,Andhra Pradesh,0,0,1640,53,2602
2137,21/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2138,21/05/20,8:00 AM,Assam,0,0,48,4,170
2139,21/05/20,8:00 AM,Bihar,0,0,571,10,1674
2140,21/05/20,8:00 AM,Chandigarh,0,0,57,3,202
2141,21/05/20,8:00 AM,Chhattisgarh,0,0,59,0,115
2142,21/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2143,21/05/20,8:00 AM,Delhi,0,0,5192,176,11088
2144,21/05/20,8:00 AM,Goa,0,0,7,0,50
2145,21/05/20,8:00 AM,Gujarat,0,0,5219,749,12537
2146,21/05/20,8:00 AM,Haryana,0,0,648,14,993
2147,21/05/20,8:00 AM,Himachal Pradesh,0,0,54,3,110
2148,21/05/20,8:00 AM,Jammu and Kashmir,0,0,678,18,1390
2149,21/05/20,8:00 AM,Jharkhand,0,0,127,3,231
2150,21/05/20,8:00 AM,Karnataka,0,0,556,41,1462
2151,21/05/20,8:00 AM,Kerala,0,0,502,4,666
2152,21/05/20,8:00 AM,Ladakh,0,0,43,0,44
2153,21/05/20,8:00 AM,Madhya Pradesh,0,0,2733,267,5735
2154,21/05/20,8:00 AM,Maharashtra,0,0,10318,1390,39297
2155,21/05/20,8:00 AM,Manipur,0,0,2,0,25
2156,21/05/20,8:00 AM,Meghalaya,0,0,12,1,14
2157,21/05/20,8:00 AM,Mizoram,0,0,1,0,1
2158,21/05/20,8:00 AM,Odisha,0,0,307,6,1052
2159,21/05/20,8:00 AM,Puducherry,0,0,9,0,18
2160,21/05/20,8:00 AM,Punjab,0,0,1794,38,2005
2161,21/05/20,8:00 AM,Rajasthan,0,0,3404,147,6015
2162,21/05/20,8:00 AM,Tamil Nadu,0,0,5882,87,13191
2163,21/05/20,8:00 AM,Telengana,0,0,1015,40,1661
2164,21/05/20,8:00 AM,Tripura,0,0,133,0,173
2165,21/05/20,8:00 AM,Uttarakhand,0,0,53,1,122
2166,21/05/20,8:00 AM,Uttar Pradesh,0,0,3066,127,5175
2167,21/05/20,8:00 AM,West Bengal,0,0,1136,253,3103
2168,21/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,1403
2169,22/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2170,22/05/20,8:00 AM,Andhra Pradesh,0,0,1709,53,2647
2171,22/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2172,22/05/20,8:00 AM,Assam,0,0,54,4,203
2173,22/05/20,8:00 AM,Bihar,0,0,593,11,1982
2174,22/05/20,8:00 AM,Chandigarh,0,0,139,3,217
2175,22/05/20,8:00 AM,Chhattisgarh,0,0,59,0,128
2176,22/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2177,22/05/20,8:00 AM,Delhi,0,0,5567,194,11659
2178,22/05/20,8:00 AM,Goa,0,0,7,0,52
2179,22/05/20,8:00 AM,Gujarat,0,0,5488,773,12905
2180,22/05/20,8:00 AM,Haryana,0,0,681,15,1031
2181,22/05/20,8:00 AM,Himachal Pradesh,0,0,59,3,152
2182,22/05/20,8:00 AM,Jammu and Kashmir,0,0,684,20,1449
2183,22/05/20,8:00 AM,Jharkhand,0,0,129,3,290
2184,22/05/20,8:00 AM,Karnataka,0,0,571,41,1605
2185,22/05/20,8:00 AM,Kerala,0,0,510,4,690
2186,22/05/20,8:00 AM,Ladakh,0,0,43,0,44
2187,22/05/20,8:00 AM,Madhya Pradesh,0,0,2843,270,5981
2188,22/05/20,8:00 AM,Maharashtra,0,0,11726,1454,41642
2189,22/05/20,8:00 AM,Manipur,0,0,2,0,25
2190,22/05/20,8:00 AM,Meghalaya,0,0,12,1,14
2191,22/05/20,8:00 AM,Mizoram,0,0,1,0,1
2192,22/05/20,8:00 AM,Odisha,0,0,393,7,1103
2193,22/05/20,8:00 AM,Puducherry,0,0,10,0,20
2194,22/05/20,8:00 AM,Punjab,0,0,1819,39,2028
2195,22/05/20,8:00 AM,Rajasthan,0,0,3485,151,6227
2196,22/05/20,8:00 AM,Tamil Nadu,0,0,6282,94,13967
2197,22/05/20,8:00 AM,Telengana,0,0,1035,45,1699
2198,22/05/20,8:00 AM,Tripura,0,0,148,0,173
2199,22/05/20,8:00 AM,Uttarakhand,0,0,54,1,146
2200,22/05/20,8:00 AM,Uttar Pradesh,0,0,3204,138,5515
2201,22/05/20,8:00 AM,West Bengal,0,0,1193,259,3197
2202,22/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,1620
2203,23/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2204,23/05/20,8:00 AM,Andhra Pradesh,0,0,1763,55,2709
2205,23/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2206,23/05/20,8:00 AM,Assam,0,0,54,4,259
2207,23/05/20,8:00 AM,Bihar,0,0,629,11,2177
2208,23/05/20,8:00 AM,Chandigarh,0,0,178,3,218
2209,23/05/20,8:00 AM,Chhattisgarh,0,0,62,0,172
2210,23/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,1
2211,23/05/20,8:00 AM,Delhi,0,0,5897,208,12319
2212,23/05/20,8:00 AM,Goa,0,0,16,0,54
2213,23/05/20,8:00 AM,Gujarat,0,0,5880,802,13268
2214,23/05/20,8:00 AM,Haryana,0,0,706,16,1067
2215,23/05/20,8:00 AM,Himachal Pradesh,0,0,59,3,168
2216,23/05/20,8:00 AM,Jammu and Kashmir,0,0,720,20,1489
2217,23/05/20,8:00 AM,Jharkhand,0,0,136,3,308
2218,23/05/20,8:00 AM,Karnataka,0,0,597,41,1743
2219,23/05/20,8:00 AM,Kerala,0,0,512,4,732
2220,23/05/20,8:00 AM,Ladakh,0,0,43,0,44
2221,23/05/20,8:00 AM,Madhya Pradesh,0,0,3089,272,6170
2222,23/05/20,8:00 AM,Maharashtra,0,0,12583,1517,44582
2223,23/05/20,8:00 AM,Manipur,0,0,2,0,26
2224,23/05/20,8:00 AM,Meghalaya,0,0,12,1,14
2225,23/05/20,8:00 AM,Mizoram,0,0,1,0,1
2226,23/05/20,8:00 AM,Odisha,0,0,436,7,1189
2227,23/05/20,8:00 AM,Puducherry,0,0,10,0,26
2228,23/05/20,8:00 AM,Punjab,0,0,1847,39,2029
2229,23/05/20,8:00 AM,Rajasthan,0,0,3680,153,6494
2230,23/05/20,8:00 AM,Tamil Nadu,0,0,7128,98,14753
2231,23/05/20,8:00 AM,Telengana,0,0,1043,45,1761
2232,23/05/20,8:00 AM,Tripura,0,0,152,0,175
2233,23/05/20,8:00 AM,Uttarakhand,0,0,56,1,153
2234,23/05/20,8:00 AM,Uttar Pradesh,0,0,3238,152,5735
2235,23/05/20,8:00 AM,West Bengal,0,0,1221,265,3332
2236,23/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,1899
2237,24/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2238,24/05/20,8:00 AM,Andhra Pradesh,0,0,1809,56,2757
2239,24/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2240,24/05/20,8:00 AM,Assam,0,0,55,4,329
2241,24/05/20,8:00 AM,Bihar,0,0,653,11,2380
2242,24/05/20,8:00 AM,Chandigarh,0,0,179,3,225
2243,24/05/20,8:00 AM,Chhattisgarh,0,0,64,0,214
2244,24/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,2
2245,24/05/20,8:00 AM,Delhi,0,0,6267,231,12910
2246,24/05/20,8:00 AM,Goa,0,0,16,0,55
2247,24/05/20,8:00 AM,Gujarat,0,0,6169,829,13664
2248,24/05/20,8:00 AM,Haryana,0,0,750,16,1131
2249,24/05/20,8:00 AM,Himachal Pradesh,0,0,61,3,185
2250,24/05/20,8:00 AM,Jammu and Kashmir,0,0,774,21,1569
2251,24/05/20,8:00 AM,Jharkhand,0,0,141,4,350
2252,24/05/20,8:00 AM,Karnataka,0,0,608,42,1959
2253,24/05/20,8:00 AM,Kerala,0,0,515,4,795
2254,24/05/20,8:00 AM,Ladakh,0,0,43,0,49
2255,24/05/20,8:00 AM,Madhya Pradesh,0,0,3267,281,6371
2256,24/05/20,8:00 AM,Maharashtra,0,0,13404,1577,47190
2257,24/05/20,8:00 AM,Manipur,0,0,4,0,29
2258,24/05/20,8:00 AM,Meghalaya,0,0,12,1,14
2259,24/05/20,8:00 AM,Mizoram,0,0,1,0,1
2260,24/05/20,8:00 AM,Odisha,0,0,497,7,1269
2261,24/05/20,8:00 AM,Puducherry,0,0,10,0,26
2262,24/05/20,8:00 AM,Punjab,0,0,1870,39,2045
2263,24/05/20,8:00 AM,Rajasthan,0,0,3786,160,6742
2264,24/05/20,8:00 AM,Sikkim,0,0,0,0,1
2265,24/05/20,8:00 AM,Tamil Nadu,0,0,7491,103,15512
2266,24/05/20,8:00 AM,Telengana,0,0,1065,49,1813
2267,24/05/20,8:00 AM,Tripura,0,0,153,0,189
2268,24/05/20,8:00 AM,Uttarakhand,0,0,56,2,244
2269,24/05/20,8:00 AM,Uttar Pradesh,0,0,3406,155,6017
2270,24/05/20,8:00 AM,West Bengal,0,0,1281,269,3459
2271,24/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,2338
2272,25/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2273,25/05/20,8:00 AM,Andhra Pradesh,0,0,1856,56,2823
2274,25/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,1
2275,25/05/20,8:00 AM,Assam,0,0,55,4,378
2276,25/05/20,8:00 AM,Bihar,0,0,702,13,2587
2277,25/05/20,8:00 AM,Chandigarh,0,0,186,3,238
2278,25/05/20,8:00 AM,Chhattisgarh,0,0,67,0,252
2279,25/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,2
2280,25/05/20,8:00 AM,Delhi,0,0,6540,261,13418
2281,25/05/20,8:00 AM,Goa,0,0,19,0,66
2282,25/05/20,8:00 AM,Gujarat,0,0,6412,858,14056
2283,25/05/20,8:00 AM,Haryana,0,0,765,16,1184
2284,25/05/20,8:00 AM,Himachal Pradesh,0,0,63,3,203
2285,25/05/20,8:00 AM,Jammu and Kashmir,0,0,809,21,1621
2286,25/05/20,8:00 AM,Jharkhand,0,0,148,4,370
2287,25/05/20,8:00 AM,Karnataka,0,0,654,42,2089
2288,25/05/20,8:00 AM,Kerala,0,0,521,4,847
2289,25/05/20,8:00 AM,Ladakh,0,0,43,0,52
2290,25/05/20,8:00 AM,Madhya Pradesh,0,0,3408,290,6665
2291,25/05/20,8:00 AM,Maharashtra,0,0,14600,1635,50231
2292,25/05/20,8:00 AM,Manipur,0,0,4,0,32
2293,25/05/20,8:00 AM,Meghalaya,0,0,12,1,14
2294,25/05/20,8:00 AM,Mizoram,0,0,1,0,1
2295,25/05/20,8:00 AM,Odisha,0,0,550,7,1336
2296,25/05/20,8:00 AM,Puducherry,0,0,12,0,41
2297,25/05/20,8:00 AM,Punjab,0,0,1898,40,2060
2298,25/05/20,8:00 AM,Rajasthan,0,0,3848,163,7028
2299,25/05/20,8:00 AM,Sikkim,0,0,0,0,1
2300,25/05/20,8:00 AM,Tamil Nadu,0,0,8324,111,16277
2301,25/05/20,8:00 AM,Telengana,0,0,1090,53,1854
2302,25/05/20,8:00 AM,Tripura,0,0,165,0,191
2303,25/05/20,8:00 AM,Uttarakhand,0,0,58,3,317
2304,25/05/20,8:00 AM,Uttar Pradesh,0,0,3538,161,6268
2305,25/05/20,8:00 AM,West Bengal,0,0,1339,272,3667
2306,25/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,2642
2307,26/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2308,26/05/20,8:00 AM,Andhra Pradesh,0,0,1896,56,3110
2309,26/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,2
2310,26/05/20,8:00 AM,Assam,0,0,62,4,526
2311,26/05/20,8:00 AM,Bihar,0,0,749,13,2730
2312,26/05/20,8:00 AM,Chandigarh,0,0,186,3,238
2313,26/05/20,8:00 AM,Chhattisgarh,0,0,72,0,291
2314,26/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,2
2315,26/05/20,8:00 AM,Delhi,0,0,6771,276,14053
2316,26/05/20,8:00 AM,Goa,0,0,19,0,67
2317,26/05/20,8:00 AM,Gujarat,0,0,6636,888,14460
2318,26/05/20,8:00 AM,Haryana,0,0,765,16,1184
2319,26/05/20,8:00 AM,Himachal Pradesh,0,0,67,5,223
2320,26/05/20,8:00 AM,Jammu and Kashmir,0,0,809,23,1668
2321,26/05/20,8:00 AM,Jharkhand,0,0,148,4,377
2322,26/05/20,8:00 AM,Karnataka,0,0,705,44,2182
2323,26/05/20,8:00 AM,Kerala,0,0,532,5,896
2324,26/05/20,8:00 AM,Ladakh,0,0,43,0,52
2325,26/05/20,8:00 AM,Madhya Pradesh,0,0,3571,300,6859
2326,26/05/20,8:00 AM,Maharashtra,0,0,15786,1695,52667
2327,26/05/20,8:00 AM,Manipur,0,0,4,0,39
2328,26/05/20,8:00 AM,Meghalaya,0,0,12,1,14
2329,26/05/20,8:00 AM,Mizoram,0,0,1,0,1
2330,26/05/20,8:00 AM,Nagaland,0,0,0,0,3
2331,26/05/20,8:00 AM,Odisha,0,0,649,7,1438
2332,26/05/20,8:00 AM,Puducherry,0,0,12,0,41
2333,26/05/20,8:00 AM,Punjab,0,0,1898,40,2060
2334,26/05/20,8:00 AM,Rajasthan,0,0,3951,167,7300
2335,26/05/20,8:00 AM,Sikkim,0,0,0,0,1
2336,26/05/20,8:00 AM,Tamil Nadu,0,0,8731,118,17082
2337,26/05/20,8:00 AM,Telengana,0,0,1164,56,1920
2338,26/05/20,8:00 AM,Tripura,0,0,165,0,194
2339,26/05/20,8:00 AM,Uttarakhand,0,0,58,3,349
2340,26/05/20,8:00 AM,Uttar Pradesh,0,0,3581,165,6532
2341,26/05/20,8:00 AM,West Bengal,0,0,1414,278,3816
2342,26/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,2970
2343,27/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2344,27/05/20,8:00 AM,Andhra Pradesh,0,0,2009,57,3171
2345,27/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,2
2346,27/05/20,8:00 AM,Assam,0,0,62,4,616
2347,27/05/20,8:00 AM,Bihar,0,0,900,13,2983
2348,27/05/20,8:00 AM,Chandigarh,0,0,187,4,266
2349,27/05/20,8:00 AM,Chhattisgarh,0,0,79,0,361
2350,27/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,2
2351,27/05/20,8:00 AM,Delhi,0,0,7223,288,14465
2352,27/05/20,8:00 AM,Goa,0,0,28,0,67
2353,27/05/20,8:00 AM,Gujarat,0,0,7139,915,14821
2354,27/05/20,8:00 AM,Haryana,0,0,824,17,1305
2355,27/05/20,8:00 AM,Himachal Pradesh,0,0,67,5,247
2356,27/05/20,8:00 AM,Jammu and Kashmir,0,0,833,24,1759
2357,27/05/20,8:00 AM,Jharkhand,0,0,175,4,426
2358,27/05/20,8:00 AM,Karnataka,0,0,748,44,2283
2359,27/05/20,8:00 AM,Kerala,0,0,542,6,963
2360,27/05/20,8:00 AM,Ladakh,0,0,43,0,53
2361,27/05/20,8:00 AM,Madhya Pradesh,0,0,3689,305,7024
2362,27/05/20,8:00 AM,Maharashtra,0,0,16954,1792,54758
2363,27/05/20,8:00 AM,Manipur,0,0,4,0,39
2364,27/05/20,8:00 AM,Meghalaya,0,0,12,1,15
2365,27/05/20,8:00 AM,Mizoram,0,0,1,0,1
2366,27/05/20,8:00 AM,Nagaland,0,0,0,0,4
2367,27/05/20,8:00 AM,Odisha,0,0,733,7,1517
2368,27/05/20,8:00 AM,Puducherry,0,0,12,0,46
2369,27/05/20,8:00 AM,Punjab,0,0,1918,40,2106
2370,27/05/20,8:00 AM,Rajasthan,0,0,4171,170,7536
2371,27/05/20,8:00 AM,Sikkim,0,0,0,0,1
2372,27/05/20,8:00 AM,Tamil Nadu,0,0,9342,127,17728
2373,27/05/20,8:00 AM,Telengana,0,0,1284,57,1991
2374,27/05/20,8:00 AM,Tripura,0,0,165,0,207
2375,27/05/20,8:00 AM,Uttarakhand,0,0,64,4,401
2376,27/05/20,8:00 AM,Uttar Pradesh,0,0,3698,170,6548
2377,27/05/20,8:00 AM,West Bengal,0,0,1486,283,4009
2378,27/05/20,8:00 AM,Cases being reassigned to states,0,0,0,0,4013
2379,28/05/20,8:00 AM,Andaman and Nicobar Islands,0,0,33,0,33
2380,28/05/20,8:00 AM,Andhra Pradesh,0,0,2057,58,3171
2381,28/05/20,8:00 AM,Arunachal Pradesh,0,0,1,0,2
2382,28/05/20,8:00 AM,Assam,0,0,87,4,781
2383,28/05/20,8:00 AM,Bihar,0,0,1083,15,3061
2384,28/05/20,8:00 AM,Chandigarh,0,0,187,4,279
2385,28/05/20,8:00 AM,Chhattisgarh,0,0,83,0,369
2386,28/05/20,8:00 AM,Dadar Nagar Haveli,0,0,0,0,2
2387,28/05/20,8:00 AM,Delhi,0,0,7264,303,15257
2388,28/05/20,8:00 AM,Goa,0,0,37,0,68
2389,28/05/20,8:00 AM,Gujarat,0,0,7549,938,15195
2390,28/05/20,8:00 AM,Haryana,0,0,838,18,1381
2391,28/05/20,8:00 AM,Himachal Pradesh,0,0,70,5,273
2392,28/05/20,8:00 AM,Jammu and Kashmir,0,0,854,26,1921
2393,28/05/20,8:00 AM,Jharkhand,0,0,185,4,448
2394,28/05/20,8:00 AM,Karnataka,0,0,781,47,2418
2395,28/05/20,8:00 AM,Kerala,0,0,552,7,1004
2396,28/05/20,8:00 AM,Ladakh,0,0,43,0,53
2397,28/05/20,8:00 AM,Madhya Pradesh,0,0,3927,313,7261
2398,28/05/20,8:00 AM,Maharashtra,0,0,17918,1897,56948
2399,28/05/20,8:00 AM,Manipur,0,0,4,0,44
2400,28/05/20,8:00 AM,Meghalaya,0,0,12,1,20
2401,28/05/20,8:00 AM,Mizoram,0,0,1,0,1
2402,28/05/20,8:00 AM,Nagaland,0,0,0,0,4
2403,28/05/20,8:00 AM,Odisha,0,0,733,7,1593
2404,28/05/20,8:00 AM,Puducherry,0,0,12,0,46
2405,28/05/20,8:00 AM,Punjab,0,0,1918,40,2139
2406,28/05/20,8:00 AM,Rajasthan,0,0,4457,173,7703
2407,28/05/20,8:00 AM,Sikkim,0,0,0,0,1
2408,28/05/20,8:00 AM,Tamil Nadu,0,0,9909,133,18545
2409,28/05/20,8:00 AM,Telengana,0,0,1284,63,2098
