Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
1038,17/04/20,5:00 PM,Jammu and Kashmir,0,0,38,4,314
1039,17/04/20,5:00 PM,Jharkhand,0,0,0,2,29
1040,17/04/20,5:00 PM,Karnataka,0,0,82,13,353
1041,17/04/20,5:00 PM,Kerala,0,0,245,3,395
1042,17/04/20,5:00 PM,Ladakh,0,0,14,0,18
1043,17/04/20,5:00 PM,Madhya Pradesh,0,0,65,57,1308
1044,17/04/20,5:00 PM,Maharashtra,0,0,300,194,3205
1045,17/04/20,5:00 PM,Manipur,0,0,1,0,2
1046,17/04/20,5:00 PM,Meghalaya,0,0,0,1,9
1047,17/04/20,5:00 PM,Mizoram,0,0,0,0,1
1048,17/04/20,5:00 PM,Nagaland,0,0,0,0,0
1049,17/04/20,5:00 PM,Odisha,0,0,19,1,60
1050,17/04/20,5:00 PM,Puducherry,0,0,1,0,7
1051,17/04/20,5:00 PM,Punjab,0,0,27,13,186
1052,17/04/20,5:00 PM,Rajasthan,0,0,164,11,1131
1053,17/04/20,5:00 PM,Tamil Nadu,0,0,180,15,1267
1054,17/04/20,5:00 PM,Telengana,0,0,186,18,743
1055,17/04/20,5:00 PM,Tripura,0,0,1,0,2
1056,17/04/20,5:00 PM,Uttarakhand,0,0,9,0,37
1057,17/04/20,5:00 PM,Uttar Pradesh,0,0,74,14,846
1058,17/04/20,5:00 PM,West Bengal,0,0,51,10,255
1059,18/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,12
1060,18/04/20,5:00 PM,Andhra Pradesh,0,0,42,15,603
1061,18/04/20,5:00 PM,Arunachal Pradesh,0,0,0,0,1
1062,18/04/20,5:00 PM,Assam,0,0,9,1,35
1063,18/04/20,5:00 PM,Bihar,0,0,37,2,85
1064,18/04/20,5:00 PM,Chandigarh,0,0,9,0,21
1065,18/04/20,5:00 PM,Chhattisgarh,0,0,24,0,36
1066,18/04/20,5:00 PM,Delhi,0,0,72,42,1707
1067,18/04/20,5:00 PM,Goa,0,0,6,0,7
1068,18/04/20,5:00 PM,Gujarat,0,0,88,48,1272
1069,18/04/20,5:00 PM,Haryana,0,0,43,3,225
1070,18/04/20,5:00 PM,Himachal Pradesh,0,0,16,1,38
1071,18/04/20,5:00 PM,Jammu and Kashmir,0,0,42,5,328
1072,18/04/20,5:00 PM,Jharkhand,0,0,0,2,33
1073,18/04/20,5:00 PM,Karnataka,0,0,92,13,371
1074,18/04/20,5:00 PM,Kerala,0,0,255,3,396
1075,18/04/20,5:00 PM,Ladakh,0,0,14,0,18
1076,18/04/20,5:00 PM,Madhya Pradesh,0,0,69,69,1355
1077,18/04/20,5:00 PM,Maharashtra,0,0,331,201,3323
1078,18/04/20,5:00 PM,Manipur,0,0,1,0,2
1079,18/04/20,5:00 PM,Meghalaya,0,0,0,1,11
1080,18/04/20,5:00 PM,Mizoram,0,0,0,0,1
1081,18/04/20,5:00 PM,Nagaland,0,0,0,0,0
1082,18/04/20,5:00 PM,Odisha,0,0,21,1,60
1083,18/04/20,5:00 PM,Puducherry,0,0,3,0,7
1084,18/04/20,5:00 PM,Punjab,0,0,27,13,202
1085,18/04/20,5:00 PM,Rajasthan,0,0,183,11,1229
1086,18/04/20,5:00 PM,Tamil Nadu,0,0,283,15,1323
1087,18/04/20,5:00 PM,Telengana,0,0,186,18,791
1088,18/04/20,5:00 PM,Tripura,0,0,1,0,2
1089,18/04/20,5:00 PM,Uttarakhand,0,0,9,0,42
1090,18/04/20,5:00 PM,Uttar Pradesh,0,0,86,14,969
1091,18/04/20,5:00 PM,West Bengal,0,0,55,10,287
1092,19/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,14
1093,19/04/20,5:00 PM,Andhra Pradesh,0,0,42,15,603
1094,19/04/20,5:00 PM,Arunachal Pradesh,0,0,0,0,1
1095,19/04/20,5:00 PM,Assam,0,0,12,1,35
1096,19/04/20,5:00 PM,Bihar,0,0,37,2,86
1097,19/04/20,5:00 PM,Chandigarh,0,0,10,0,23
1098,19/04/20,5:00 PM,Chhattisgarh,0,0,24,0,36
1099,19/04/20,5:00 PM,Delhi,0,0,72,43,1893
1100,19/04/20,5:00 PM,Goa,0,0,6,0,7
1101,19/04/20,5:00 PM,Gujarat,0,0,94,58,1604
1102,19/04/20,5:00 PM,Haryana,0,0,87,3,233
1103,19/04/20,5:00 PM,Himachal Pradesh,0,0,16,1,39
1104,19/04/20,5:00 PM,Jammu and Kashmir,0,0,51,5,341
1105,19/04/20,5:00 PM,Jharkhand,0,0,0,2,35
1106,19/04/20,5:00 PM,Karnataka,0,0,104,14,384
1107,19/04/20,5:00 PM,Kerala,0,0,257,3,400
1108,19/04/20,5:00 PM,Ladakh,0,0,14,0,18
1109,19/04/20,5:00 PM,Madhya Pradesh,0,0,127,70,1407
1110,19/04/20,5:00 PM,Maharashtra,0,0,365,211,3651
1111,19/04/20,5:00 PM,Manipur,0,0,1,0,2
1112,19/04/20,5:00 PM,Meghalaya,0,0,0,1,11
1113,19/04/20,5:00 PM,Mizoram,0,0,0,0,1
1114,19/04/20,5:00 PM,Nagaland,0,0,0,0,0
1115,19/04/20,5:00 PM,Odisha,0,0,24,1,61
1116,19/04/20,5:00 PM,Puducherry,0,0,3,0,7
1117,19/04/20,5:00 PM,Punjab,0,0,31,16,219
1118,19/04/20,5:00 PM,Rajasthan,0,0,183,11,1351
1119,19/04/20,5:00 PM,Tamil Nadu,0,0,365,15,1372
1120,19/04/20,5:00 PM,Telengana,0,0,186,18,844
1121,19/04/20,5:00 PM,Tripura,0,0,1,0,2
1122,19/04/20,5:00 PM,Uttarakhand,0,0,9,0,42
1123,19/04/20,5:00 PM,Uttar Pradesh,0,0,108,17,1084
1124,19/04/20,5:00 PM,West Bengal,0,0,62,12,310
1125,20/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,15
1126,20/04/20,5:00 PM,Andhra Pradesh,0,0,92,20,722
1127,20/04/20,5:00 PM,Arunachal Pradesh,0,0,0,0,1
1128,20/04/20,5:00 PM,Assam,0,0,17,1,35
1129,20/04/20,5:00 PM,Bihar,0,0,42,2,96
1130,20/04/20,5:00 PM,Chandigarh,0,0,13,0,26
1131,20/04/20,5:00 PM,Chhattisgarh,0,0,25,0,36
1132,20/04/20,5:00 PM,Delhi,0,0,290,45,2003
1133,20/04/20,5:00 PM,Goa,0,0,7,0,7
1134,20/04/20,5:00 PM,Gujarat,0,0,106,67,1851
1135,20/04/20,5:00 PM,Haryana,0,0,87,3,233
1136,20/04/20,5:00 PM,Himachal Pradesh,0,0,16,1,39
1137,20/04/20,5:00 PM,Jammu and Kashmir,0,0,56,5,350
1138,20/04/20,5:00 PM,Jharkhand,0,0,0,2,42
1139,20/04/20,5:00 PM,Karnataka,0,0,111,16,395
1140,20/04/20,5:00 PM,Kerala,0,0,270,3,402
1141,20/04/20,5:00 PM,Ladakh,0,0,14,0,18
1142,20/04/20,5:00 PM,Madhya Pradesh,0,0,127,74,1485
1143,20/04/20,5:00 PM,Maharashtra,0,0,507,223,4203
1144,20/04/20,5:00 PM,Manipur,0,0,2,0,2
1145,20/04/20,5:00 PM,Meghalaya,0,0,0,1,11
1146,20/04/20,5:00 PM,Mizoram,0,0,0,0,1
1147,20/04/20,5:00 PM,Nagaland,0,0,0,0,0
1148,20/04/20,5:00 PM,Odisha,0,0,24,1,68
1149,20/04/20,5:00 PM,Puducherry,0,0,3,0,7
1150,20/04/20,5:00 PM,Punjab,0,0,31,16,219
1151,20/04/20,5:00 PM,Rajasthan,0,0,183,14,1478
1152,20/04/20,5:00 PM,Tamil Nadu,0,0,411,15,1477
1153,20/04/20,5:00 PM,Telengana,0,0,190,21,873
1154,20/04/20,5:00 PM,Tripura,0,0,1,0,2
1155,20/04/20,5:00 PM,Uttarakhand,0,0,11,0,44
1156,20/04/20,5:00 PM,Uttar Pradesh,0,0,129,17,1176
1157,20/04/20,5:00 PM,West Bengal,0,0,66,12,339
1158,21/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,16
1159,21/04/20,5:00 PM,Andhra Pradesh,0,0,96,22,757
1160,21/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1161,21/04/20,5:00 PM,Assam,0,0,19,1,35
1162,21/04/20,5:00 PM,Bihar,0,0,42,2,114
1163,21/04/20,5:00 PM,Chandigarh,0,0,13,0,26
1164,21/04/20,5:00 PM,Chhattisgarh,0,0,25,0,36
1165,21/04/20,5:00 PM,Delhi,0,0,431,47,2081
1166,21/04/20,5:00 PM,Goa,0,0,7,0,7
1167,21/04/20,5:00 PM,Gujarat,0,0,131,77,2066
1168,21/04/20,5:00 PM,Haryana,0,0,127,3,254
1169,21/04/20,5:00 PM,Himachal Pradesh,0,0,16,1,39
1170,21/04/20,5:00 PM,Jammu and Kashmir,0,0,71,5,368
1171,21/04/20,5:00 PM,Jharkhand,0,0,0,2,46
1172,21/04/20,5:00 PM,Karnataka,0,0,114,17,415
1173,21/04/20,5:00 PM,Kerala,0,0,291,3,408
1174,21/04/20,5:00 PM,Ladakh,0,0,14,0,18
1175,21/04/20,5:00 PM,Madhya Pradesh,0,0,127,76,1540
1176,21/04/20,5:00 PM,Maharashtra,0,0,572,232,4669
1177,21/04/20,5:00 PM,Manipur,0,0,2,0,2
1178,21/04/20,5:00 PM,Meghalaya,0,0,0,1,11
1179,21/04/20,5:00 PM,Mizoram,0,0,0,0,1
1180,21/04/20,5:00 PM,Nagaland,0,0,0,0,0
1181,21/04/20,5:00 PM,Odisha,0,0,24,1,74
1182,21/04/20,5:00 PM,Puducherry,0,0,3,0,7
1183,21/04/20,5:00 PM,Punjab,0,0,39,16,245
1184,21/04/20,5:00 PM,Rajasthan,0,0,205,25,1576
1185,21/04/20,5:00 PM,Tamil Nadu,0,0,457,17,1520
1186,21/04/20,5:00 PM,Telengana,0,0,190,23,919
1187,21/04/20,5:00 PM,Tripura,0,0,1,0,2
1188,21/04/20,5:00 PM,Uttarakhand,0,0,18,0,46
1189,21/04/20,5:00 PM,Uttar Pradesh,0,0,140,20,1294
1190,21/04/20,5:00 PM,West Bengal,0,0,73,12,392
1191,22/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,17
1192,22/04/20,5:00 PM,Andhra Pradesh,0,0,120,24,813
1193,22/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1194,22/04/20,5:00 PM,Assam,0,0,19,1,35
1195,22/04/20,5:00 PM,Bihar,0,0,46,2,126
1196,22/04/20,5:00 PM,Chandigarh,0,0,14,0,27
1197,22/04/20,5:00 PM,Chhattisgarh,0,0,26,0,36
1198,22/04/20,5:00 PM,Delhi,0,0,611,47,2156
1199,22/04/20,5:00 PM,Goa,0,0,7,0,7
1200,22/04/20,5:00 PM,Gujarat,0,0,144,95,2272
1201,22/04/20,5:00 PM,Haryana,0,0,127,3,254
1202,22/04/20,5:00 PM,Himachal Pradesh,0,0,16,1,39
1203,22/04/20,5:00 PM,Jammu and Kashmir,0,0,81,5,380
1204,22/04/20,5:00 PM,Jharkhand,0,0,0,3,45
1205,22/04/20,5:00 PM,Karnataka,0,0,129,17,425
1206,22/04/20,5:00 PM,Kerala,0,0,323,3,427
1207,22/04/20,5:00 PM,Ladakh,0,0,14,0,18
1208,22/04/20,5:00 PM,Madhya Pradesh,0,0,148,80,1592
1209,22/04/20,5:00 PM,Maharashtra,0,0,722,251,5221
1210,22/04/20,5:00 PM,Manipur,0,0,2,0,2
1211,22/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1212,22/04/20,5:00 PM,Mizoram,0,0,0,0,1
1213,22/04/20,5:00 PM,Odisha,0,0,30,1,82
1214,22/04/20,5:00 PM,Puducherry,0,0,3,0,7
1215,22/04/20,5:00 PM,Punjab,0,0,49,16,251
1216,22/04/20,5:00 PM,Rajasthan,0,0,230,25,1801
1217,22/04/20,5:00 PM,Tamil Nadu,0,0,635,18,1596
1218,22/04/20,5:00 PM,Telengana,0,0,194,23,945
1219,22/04/20,5:00 PM,Tripura,0,0,1,0,2
1220,22/04/20,5:00 PM,Uttarakhand,0,0,19,0,46
1221,22/04/20,5:00 PM,Uttar Pradesh,0,0,165,21,1412
1222,22/04/20,5:00 PM,West Bengal,0,0,73,15,423
1223,23/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,18
1224,23/04/20,5:00 PM,Andhra Pradesh,0,0,141,27,895
1225,23/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1226,23/04/20,5:00 PM,Assam,0,0,19,1,35
1227,23/04/20,5:00 PM,Bihar,0,0,46,2,148
1228,23/04/20,5:00 PM,Chandigarh,0,0,14,0,27
1229,23/04/20,5:00 PM,Chhattisgarh,0,0,28,0,36
1230,23/04/20,5:00 PM,Delhi,0,0,724,48,2248
1231,23/04/20,5:00 PM,Goa,0,0,7,0,7
1232,23/04/20,5:00 PM,Gujarat,0,0,179,103,2407
1233,23/04/20,5:00 PM,Haryana,0,0,140,3,262
1234,23/04/20,5:00 PM,Himachal Pradesh,0,0,18,1,40
1235,23/04/20,5:00 PM,Jammu and Kashmir,0,0,92,5,407
1236,23/04/20,5:00 PM,Jharkhand,0,0,8,3,49
1237,23/04/20,5:00 PM,Karnataka,0,0,141,17,443
1238,23/04/20,5:00 PM,Kerala,0,0,324,3,438
1239,23/04/20,5:00 PM,Ladakh,0,0,14,0,18
1240,23/04/20,5:00 PM,Madhya Pradesh,0,0,148,81,1695
1241,23/04/20,5:00 PM,Maharashtra,0,0,789,269,5652
1242,23/04/20,5:00 PM,Manipur,0,0,2,0,2
1243,23/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1244,23/04/20,5:00 PM,Mizoram,0,0,0,0,1
1245,23/04/20,5:00 PM,Odisha,0,0,32,1,83
1246,23/04/20,5:00 PM,Puducherry,0,0,3,0,7
1247,23/04/20,5:00 PM,Punjab,0,0,65,16,277
1248,23/04/20,5:00 PM,Rajasthan,0,0,230,27,1890
1249,23/04/20,5:00 PM,Tamil Nadu,0,0,662,18,1629
1250,23/04/20,5:00 PM,Telengana,0,0,197,24,960
1251,23/04/20,5:00 PM,Tripura,0,0,1,0,2
1252,23/04/20,5:00 PM,Uttarakhand,0,0,23,0,46
1253,23/04/20,5:00 PM,Uttar Pradesh,0,0,187,21,1509
1254,23/04/20,5:00 PM,West Bengal,0,0,79,15,456
1255,24/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,22
1256,24/04/20,5:00 PM,Andhra Pradesh,0,0,145,29,955
1257,24/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1258,24/04/20,5:00 PM,Assam,0,0,19,1,36
1259,24/04/20,5:00 PM,Bihar,0,0,46,2,176
1260,24/04/20,5:00 PM,Chandigarh,0,0,14,0,27
1261,24/04/20,5:00 PM,Chhattisgarh,0,0,28,0,36
1262,24/04/20,5:00 PM,Delhi,0,0,808,50,2376
1263,24/04/20,5:00 PM,Goa,0,0,7,0,7
1264,24/04/20,5:00 PM,Gujarat,0,0,258,112,2624
1265,24/04/20,5:00 PM,Haryana,0,0,156,3,272
1266,24/04/20,5:00 PM,Himachal Pradesh,0,0,18,1,40
1267,24/04/20,5:00 PM,Jammu and Kashmir,0,0,92,5,427
1268,24/04/20,5:00 PM,Jharkhand,0,0,8,3,55
1269,24/04/20,5:00 PM,Karnataka,0,0,150,18,463
1270,24/04/20,5:00 PM,Kerala,0,0,324,3,448
1271,24/04/20,5:00 PM,Ladakh,0,0,14,0,18
1272,24/04/20,5:00 PM,Madhya Pradesh,0,0,203,83,1852
1273,24/04/20,5:00 PM,Maharashtra,0,0,840,283,6430
1274,24/04/20,5:00 PM,Manipur,0,0,2,0,2
1275,24/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1276,24/04/20,5:00 PM,Mizoram,0,0,0,0,1
1277,24/04/20,5:00 PM,Odisha,0,0,33,1,90
1278,24/04/20,5:00 PM,Puducherry,0,0,3,0,7
1279,24/04/20,5:00 PM,Punjab,0,0,65,16,277
1280,24/04/20,5:00 PM,Rajasthan,0,0,230,27,1964
1281,24/04/20,5:00 PM,Tamil Nadu,0,0,752,20,1683
1282,24/04/20,5:00 PM,Telengana,0,0,253,26,984
1283,24/04/20,5:00 PM,Tripura,0,0,1,0,2
1284,24/04/20,5:00 PM,Uttarakhand,0,0,24,0,47
1285,24/04/20,5:00 PM,Uttar Pradesh,0,0,206,24,1604
1286,24/04/20,5:00 PM,West Bengal,0,0,103,15,514
1287,25/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,27
1288,25/04/20,5:00 PM,Andhra Pradesh,0,0,171,31,1061
1289,25/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1290,25/04/20,5:00 PM,Assam,0,0,19,1,36
1291,25/04/20,5:00 PM,Bihar,0,0,46,2,228
1292,25/04/20,5:00 PM,Chandigarh,0,0,15,0,28
1293,25/04/20,5:00 PM,Chhattisgarh,0,0,30,0,36
1294,25/04/20,5:00 PM,Delhi,0,0,857,53,2514
1295,25/04/20,5:00 PM,Goa,0,0,7,0,7
1296,25/04/20,5:00 PM,Gujarat,0,0,265,127,2815
1297,25/04/20,5:00 PM,Haryana,0,0,156,3,272
1298,25/04/20,5:00 PM,Himachal Pradesh,0,0,18,1,40
1299,25/04/20,5:00 PM,Jammu and Kashmir,0,0,109,5,454
1300,25/04/20,5:00 PM,Jharkhand,0,0,9,3,59
1301,25/04/20,5:00 PM,Karnataka,0,0,153,18,489
1302,25/04/20,5:00 PM,Kerala,0,0,331,4,451
1303,25/04/20,5:00 PM,Ladakh,0,0,14,0,20
1304,25/04/20,5:00 PM,Madhya Pradesh,0,0,210,92,1952
1305,25/04/20,5:00 PM,Maharashtra,0,0,957,301,6817
1306,25/04/20,5:00 PM,Manipur,0,0,2,0,2
1307,25/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1308,25/04/20,5:00 PM,Mizoram,0,0,0,0,1
1309,25/04/20,5:00 PM,Odisha,0,0,33,1,94
1310,25/04/20,5:00 PM,Puducherry,0,0,3,0,7
1311,25/04/20,5:00 PM,Punjab,0,0,67,17,298
1312,25/04/20,5:00 PM,Rajasthan,0,0,230,27,2034
1313,25/04/20,5:00 PM,Tamil Nadu,0,0,866,22,1755
1314,25/04/20,5:00 PM,Telengana,0,0,253,26,984
1315,25/04/20,5:00 PM,Tripura,0,0,1,0,2
1316,25/04/20,5:00 PM,Uttarakhand,0,0,25,0,48
1317,25/04/20,5:00 PM,Uttar Pradesh,0,0,248,26,1778
1318,25/04/20,5:00 PM,West Bengal,0,0,103,18,571
1319,26/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,33
1320,26/04/20,5:00 PM,Andhra Pradesh,0,0,231,31,1097
1321,26/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1322,26/04/20,5:00 PM,Assam,0,0,19,1,36
1323,26/04/20,5:00 PM,Bihar,0,0,46,2,251
1324,26/04/20,5:00 PM,Chandigarh,0,0,17,0,30
1325,26/04/20,5:00 PM,Chhattisgarh,0,0,32,0,37
1326,26/04/20,5:00 PM,Delhi,0,0,869,54,2625
1327,26/04/20,5:00 PM,Goa,0,0,7,0,7
1328,26/04/20,5:00 PM,Gujarat,0,0,282,133,3071
1329,26/04/20,5:00 PM,Haryana,0,0,176,3,289
1330,26/04/20,5:00 PM,Himachal Pradesh,0,0,22,1,40
1331,26/04/20,5:00 PM,Jammu and Kashmir,0,0,112,6,494
1332,26/04/20,5:00 PM,Jharkhand,0,0,13,3,67
1333,26/04/20,5:00 PM,Karnataka,0,0,177,18,501
1334,26/04/20,5:00 PM,Kerala,0,0,338,4,458
1335,26/04/20,5:00 PM,Ladakh,0,0,14,0,20
1336,26/04/20,5:00 PM,Madhya Pradesh,0,0,210,99,2096
1337,26/04/20,5:00 PM,Maharashtra,0,0,1076,323,7628
1338,26/04/20,5:00 PM,Manipur,0,0,2,0,2
1339,26/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1340,26/04/20,5:00 PM,Mizoram,0,0,0,0,1
1341,26/04/20,5:00 PM,Odisha,0,0,34,1,103
1342,26/04/20,5:00 PM,Puducherry,0,0,3,0,7
1343,26/04/20,5:00 PM,Punjab,0,0,67,17,298
1344,26/04/20,5:00 PM,Rajasthan,0,0,493,33,2083
1345,26/04/20,5:00 PM,Tamil Nadu,0,0,960,23,1821
1346,26/04/20,5:00 PM,Telengana,0,0,280,26,991
1347,26/04/20,5:00 PM,Tripura,0,0,2,0,2
1348,26/04/20,5:00 PM,Uttarakhand,0,0,26,0,50
1349,26/04/20,5:00 PM,Uttar Pradesh,0,0,289,29,1843
1350,26/04/20,5:00 PM,West Bengal,0,0,105,18,611
1351,27/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,33
1352,27/04/20,5:00 PM,Andhra Pradesh,0,0,235,31,1177
1353,27/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1354,27/04/20,5:00 PM,Assam,0,0,27,1,36
1355,27/04/20,5:00 PM,Bihar,0,0,56,2,277
1356,27/04/20,5:00 PM,Chandigarh,0,0,17,0,30
1357,27/04/20,5:00 PM,Chhattisgarh,0,0,32,0,37
1358,27/04/20,5:00 PM,Delhi,0,0,877,54,2918
1359,27/04/20,5:00 PM,Goa,0,0,7,0,7
1360,27/04/20,5:00 PM,Gujarat,0,0,313,151,3301
1361,27/04/20,5:00 PM,Haryana,0,0,176,3,289
1362,27/04/20,5:00 PM,Himachal Pradesh,0,0,22,1,40
1363,27/04/20,5:00 PM,Jammu and Kashmir,0,0,137,6,523
1364,27/04/20,5:00 PM,Jharkhand,0,0,13,3,82
1365,27/04/20,5:00 PM,Karnataka,0,0,188,20,511
1366,27/04/20,5:00 PM,Kerala,0,0,342,4,469
1367,27/04/20,5:00 PM,Ladakh,0,0,14,0,20
1368,27/04/20,5:00 PM,Madhya Pradesh,0,0,302,106,2168
1369,27/04/20,5:00 PM,Maharashtra,0,0,1188,342,8068
1370,27/04/20,5:00 PM,Manipur,0,0,2,0,2
1371,27/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1372,27/04/20,5:00 PM,Mizoram,0,0,0,0,1
1373,27/04/20,5:00 PM,Odisha,0,0,35,1,108
1374,27/04/20,5:00 PM,Puducherry,0,0,3,0,8
1375,27/04/20,5:00 PM,Punjab,0,0,71,18,313
1376,27/04/20,5:00 PM,Rajasthan,0,0,518,41,2185
1377,27/04/20,5:00 PM,Tamil Nadu,0,0,1020,24,1885
1378,27/04/20,5:00 PM,Telengana,0,0,280,26,1002
1379,27/04/20,5:00 PM,Tripura,0,0,2,0,2
1380,27/04/20,5:00 PM,Uttarakhand,0,0,33,0,51
1381,27/04/20,5:00 PM,Uttar Pradesh,0,0,335,31,1955
1382,27/04/20,5:00 PM,West Bengal,0,0,105,20,649
1383,28/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,11,0,33
1384,28/04/20,5:00 PM,Andhra Pradesh,0,0,258,31,1259
1385,28/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1386,28/04/20,5:00 PM,Assam,0,0,27,1,38
1387,28/04/20,5:00 PM,Bihar,0,0,57,2,346
1388,28/04/20,5:00 PM,Chandigarh,0,0,17,0,40
1389,28/04/20,5:00 PM,Chhattisgarh,0,0,32,0,37
1390,28/04/20,5:00 PM,Delhi,0,0,877,54,3108
1391,28/04/20,5:00 PM,Goa,0,0,7,0,7
1392,28/04/20,5:00 PM,Gujarat,0,0,394,162,3548
1393,28/04/20,5:00 PM,Haryana,0,0,183,3,296
1394,28/04/20,5:00 PM,Himachal Pradesh,0,0,22,1,40
1395,28/04/20,5:00 PM,Jammu and Kashmir,0,0,164,7,546
1396,28/04/20,5:00 PM,Jharkhand,0,0,17,3,103
1397,28/04/20,5:00 PM,Karnataka,0,0,198,20,520
1398,28/04/20,5:00 PM,Kerala,0,0,355,4,482
1399,28/04/20,5:00 PM,Ladakh,0,0,16,0,22
1400,28/04/20,5:00 PM,Madhya Pradesh,0,0,361,113,2368
1401,28/04/20,5:00 PM,Maharashtra,0,0,1282,369,8590
1402,28/04/20,5:00 PM,Manipur,0,0,2,0,2
1403,28/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1404,28/04/20,5:00 PM,Mizoram,0,0,0,0,1
1405,28/04/20,5:00 PM,Odisha,0,0,37,1,118
1406,28/04/20,5:00 PM,Puducherry,0,0,3,0,8
1407,28/04/20,5:00 PM,Punjab,0,0,71,18,313
1408,28/04/20,5:00 PM,Rajasthan,0,0,669,46,2262
1409,28/04/20,5:00 PM,Tamil Nadu,0,0,1101,24,1937
1410,28/04/20,5:00 PM,Telengana,0,0,321,26,1004
1411,28/04/20,5:00 PM,Tripura,0,0,2,0,2
1412,28/04/20,5:00 PM,Uttarakhand,0,0,33,0,51
1413,28/04/20,5:00 PM,Uttar Pradesh,0,0,400,31,2043
1414,28/04/20,5:00 PM,West Bengal,0,0,109,20,697
1415,29/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,15,0,33
1416,29/04/20,5:00 PM,Andhra Pradesh,0,0,287,31,1332
1417,29/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1418,29/04/20,5:00 PM,Assam,0,0,27,1,38
1419,29/04/20,5:00 PM,Bihar,0,0,64,2,383
1420,29/04/20,5:00 PM,Chandigarh,0,0,17,0,56
1421,29/04/20,5:00 PM,Chhattisgarh,0,0,34,0,38
1422,29/04/20,5:00 PM,Delhi,0,0,1078,54,3314
1423,29/04/20,5:00 PM,Goa,0,0,7,0,7
1424,29/04/20,5:00 PM,Gujarat,0,0,434,181,3774
1425,29/04/20,5:00 PM,Haryana,0,0,209,3,310
1426,29/04/20,5:00 PM,Himachal Pradesh,0,0,25,1,40
1427,29/04/20,5:00 PM,Jammu and Kashmir,0,0,176,8,565
1428,29/04/20,5:00 PM,Jharkhand,0,0,19,3,105
1429,29/04/20,5:00 PM,Karnataka,0,0,215,20,532
1430,29/04/20,5:00 PM,Kerala,0,0,359,4,486
1431,29/04/20,5:00 PM,Ladakh,0,0,16,0,22
1432,29/04/20,5:00 PM,Madhya Pradesh,0,0,377,119,2561
1433,29/04/20,5:00 PM,Maharashtra,0,0,1388,400,9318
1434,29/04/20,5:00 PM,Manipur,0,0,2,0,2
1435,29/04/20,5:00 PM,Meghalaya,0,0,0,1,12
1436,29/04/20,5:00 PM,Mizoram,0,0,0,0,1
1437,29/04/20,5:00 PM,Odisha,0,0,38,1,119
1438,29/04/20,5:00 PM,Puducherry,0,0,3,0,8
1439,29/04/20,5:00 PM,Punjab,0,0,71,19,322
1440,29/04/20,5:00 PM,Rajasthan,0,0,768,51,2364
1441,29/04/20,5:00 PM,Tamil Nadu,0,0,1168,25,2058
1442,29/04/20,5:00 PM,Telengana,0,0,367,26,1012
1443,29/04/20,5:00 PM,Tripura,0,0,2,0,2
1444,29/04/20,5:00 PM,Uttarakhand,0,0,34,0,54
1445,29/04/20,5:00 PM,Uttar Pradesh,0,0,477,36,2115
1446,29/04/20,5:00 PM,West Bengal,0,0,119,22,725
1447,30/04/20,5:00 PM,Andaman and Nicobar Islands,0,0,15,0,33
1448,30/04/20,5:00 PM,Andhra Pradesh,0,0,321,31,1403
1449,30/04/20,5:00 PM,Arunachal Pradesh,0,0,1,0,1
1450,30/04/20,5:00 PM,Assam,0,0,29,1,42
1451,30/04/20,5:00 PM,Bihar,0,0,65,2,403
1452,30/04/20,5:00 PM,Chandigarh,0,0,17,0,56
1453,30/04/20,5:00 PM,Chhattisgarh,0,0,36,0,38
1454,30/04/20,5:00 PM,Delhi,0,0,1092,56,3439
1455,30/04/20,5:00 PM,Goa,0,0,7,0,7
